[2026-03-14T11:33:22Z] FATAL [faulty-service] database connection refused, psycopg2.OperationalError. Connection to tcp://postgres:5432 failed.
[2026-03-14T11:36:03Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x000002125555D940>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:36:16Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x0000021255552990>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:36:28Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x0000021255553390>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:36:41Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x000002125553A190>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:36:54Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x000002125553A8B0>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:37:06Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x000002125550AC30>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:37:19Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x00000212554BF240>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:37:32Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x00000212554BECF0>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:37:44Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x00000212554BEE00>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:37:57Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x00000212554BF240>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:38:10Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x00000212554BF130>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:38:23Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x00000212554BEAD0>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:38:35Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x00000212554BE9C0>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:38:48Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x00000212554BE690>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:39:01Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x00000212554BE470>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:39:13Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x00000212554BE360>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:39:26Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x00000212554BDF20>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:39:35Z] FATAL [faulty-service] database connection refused, psycopg2.OperationalError. Connection to tcp://postgres:5432 failed.
[2026-03-14T11:39:39Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x00000212554BDBF0>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:39:51Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x00000212554BDD00>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
[2026-03-14T11:40:04Z] ERROR [faulty-service] Connection refused. Container crashed / unreachable. HTTPConnectionPool(host='faulty-service', port=8080): Max retries exceeded with url: /health (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x00000212554BD9D0>: Failed to resolve 'faulty-service' ([Errno 11001] getaddrinfo failed)"))
